timestamp,log_source,event_type,src_ip,dest_ip,user,action,bytes_in,bytes_out,dest_port,protocol,description,event_id,mitre_tactic,mitre_tech
2025-02-20 08:12:40,firewall01,network,10.0.1.10,185.220.101.45,admin,allowed,1113,1934473,443,HTTPS,Large outbound transfer to suspicious external IP 185.220.101.45,5156,Exfiltration,T1041 – Exfiltration Over C2 Channel
2025-02-20 08:12:55,firewall01,network,10.0.0.44,142.250.80.46,mmartinez,allowed,83034,9549,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 08:14:00,webserver01,authentication,198.51.100.17,10.0.1.10,administrator,failed,239,147,22,SSH,Failed password from 198.51.100.17 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:14:15,webserver01,authentication,198.51.100.17,10.0.1.10,administrator,failed,338,199,22,SSH,Failed password from 198.51.100.17 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:14:30,webserver01,authentication,198.51.100.17,10.0.1.10,jsmith,failed,200,176,22,SSH,Failed password from 198.51.100.17 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:14:45,webserver01,authentication,198.51.100.17,10.0.1.10,root,failed,325,102,22,SSH,Failed password from 198.51.100.17 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:15:00,webserver01,authentication,198.51.100.17,10.0.1.10,admin,failed,292,139,22,SSH,Failed password from 198.51.100.17 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:15:15,webserver01,authentication,198.51.100.17,10.0.1.10,administrator,failed,214,130,22,SSH,Failed password from 198.51.100.17 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:15:30,webserver01,authentication,198.51.100.17,10.0.1.10,jsmith,failed,220,110,22,SSH,Failed password from 198.51.100.17 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:15:40,firewall01,network,10.0.1.10,185.220.101.45,admin,allowed,775,2609250,443,HTTPS,Large outbound transfer to suspicious external IP 185.220.101.45,5156,Exfiltration,T1041 – Exfiltration Over C2 Channel
2025-02-20 08:15:45,proxy01,web_request,10.0.3.87,93.184.216.34,tjones,allowed,45730,1224,443,HTTPS,Normal user web browsing,3,,
2025-02-20 08:16:00,webserver01,authentication,198.51.100.18,10.0.1.10,svcaccount,failed,217,197,22,SSH,Failed password from 198.51.100.18 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:16:15,webserver01,authentication,198.51.100.18,10.0.1.10,jsmith,failed,396,116,22,SSH,Failed password from 198.51.100.18 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:16:30,webserver01,authentication,198.51.100.18,10.0.1.10,administrator,failed,368,160,22,SSH,Failed password from 198.51.100.18 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:16:45,webserver01,authentication,198.51.100.18,10.0.1.10,jsmith,failed,242,133,22,SSH,Failed password from 198.51.100.18 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:17:00,webserver01,authentication,198.51.100.18,10.0.1.10,jsmith,failed,355,154,22,SSH,Failed password from 198.51.100.18 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:17:15,webserver01,authentication,198.51.100.18,10.0.1.10,administrator,failed,338,196,22,SSH,Failed password from 198.51.100.18 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:17:30,webserver01,authentication,198.51.100.18,10.0.1.10,administrator,failed,382,139,22,SSH,Failed password from 198.51.100.18 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:17:45,webserver01,authentication,198.51.100.18,10.0.1.10,svcaccount,failed,371,183,22,SSH,Failed password from 198.51.100.18 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:18:00,webserver01,authentication,198.51.100.19,10.0.1.10,svcaccount,failed,332,157,22,SSH,Failed password from 198.51.100.19 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:18:15,webserver01,authentication,198.51.100.19,10.0.1.10,admin,failed,263,128,22,SSH,Failed password from 198.51.100.19 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:18:30,webserver01,authentication,198.51.100.19,10.0.1.10,admin,failed,286,102,22,SSH,Failed password from 198.51.100.19 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:18:40,firewall01,network,10.0.1.10,185.220.101.45,admin,allowed,736,1948941,443,HTTPS,Large outbound transfer to suspicious external IP 185.220.101.45,5156,Exfiltration,T1041 – Exfiltration Over C2 Channel
2025-02-20 08:18:45,webserver01,authentication,198.51.100.19,10.0.1.10,jsmith,failed,341,129,22,SSH,Failed password from 198.51.100.19 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:19:00,webserver01,authentication,198.51.100.19,10.0.1.10,jsmith,failed,256,100,22,SSH,Failed password from 198.51.100.19 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:19:36,proxy01,web_request,10.0.3.18,93.184.216.34,mmartinez,allowed,34817,2480,443,HTTPS,Normal user web browsing,3,,
2025-02-20 08:20:00,webserver01,authentication,198.51.100.20,10.0.1.10,admin,failed,258,108,22,SSH,Failed password from 198.51.100.20 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:20:15,webserver01,authentication,198.51.100.20,10.0.1.10,admin,failed,284,109,22,SSH,Failed password from 198.51.100.20 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:20:30,webserver01,authentication,198.51.100.20,10.0.1.10,jsmith,failed,260,135,22,SSH,Failed password from 198.51.100.20 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:21:40,firewall01,network,10.0.1.10,185.220.101.45,admin,allowed,1633,2151995,443,HTTPS,Large outbound transfer to suspicious external IP 185.220.101.45,5156,Exfiltration,T1041 – Exfiltration Over C2 Channel
2025-02-20 08:22:00,webserver01,authentication,198.51.100.21,10.0.1.10,svcaccount,failed,254,169,22,SSH,Failed password from 198.51.100.21 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:22:15,webserver01,authentication,198.51.100.21,10.0.1.10,administrator,failed,385,173,22,SSH,Failed password from 198.51.100.21 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:22:30,webserver01,authentication,198.51.100.21,10.0.1.10,jsmith,failed,321,131,22,SSH,Failed password from 198.51.100.21 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:22:45,webserver01,authentication,198.51.100.21,10.0.1.10,svcaccount,failed,304,124,22,SSH,Failed password from 198.51.100.21 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:23:00,webserver01,authentication,198.51.100.21,10.0.1.10,admin,failed,224,184,22,SSH,Failed password from 198.51.100.21 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:23:15,webserver01,authentication,198.51.100.21,10.0.1.10,svcaccount,failed,290,154,22,SSH,Failed password from 198.51.100.21 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:23:30,webserver01,authentication,198.51.100.21,10.0.1.10,svcaccount,failed,319,193,22,SSH,Failed password from 198.51.100.21 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:23:45,webserver01,authentication,198.51.100.21,10.0.1.10,admin,failed,372,183,22,SSH,Failed password from 198.51.100.21 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:23:50,proxy01,web_request,10.0.2.70,23.45.67.89,alee,allowed,55604,3492,443,HTTPS,Normal user web browsing,3,,
2025-02-20 08:24:00,webserver01,authentication,198.51.100.22,10.0.1.10,admin,failed,215,151,22,SSH,Failed password from 198.51.100.22 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:24:15,webserver01,authentication,198.51.100.22,10.0.1.10,root,failed,227,131,22,SSH,Failed password from 198.51.100.22 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:24:30,webserver01,authentication,198.51.100.22,10.0.1.10,administrator,failed,248,168,22,SSH,Failed password from 198.51.100.22 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:24:40,firewall01,network,10.0.1.10,185.220.101.45,admin,allowed,1057,2681771,443,HTTPS,Large outbound transfer to suspicious external IP 185.220.101.45,5156,Exfiltration,T1041 – Exfiltration Over C2 Channel
2025-02-20 08:24:45,webserver01,authentication,198.51.100.22,10.0.1.10,svcaccount,failed,235,154,22,SSH,Failed password from 198.51.100.22 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:25:00,webserver01,authentication,198.51.100.22,10.0.1.10,administrator,failed,271,159,22,SSH,Failed password from 198.51.100.22 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:25:07,proxy01,web_request,10.0.2.17,151.101.1.140,mmartinez,allowed,54131,8056,443,HTTPS,Normal user web browsing,3,,
2025-02-20 08:25:14,firewall01,network,10.0.0.51,142.250.80.46,bwilson,allowed,129384,32160,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 08:25:15,webserver01,authentication,198.51.100.22,10.0.1.10,administrator,failed,219,156,22,SSH,Failed password from 198.51.100.22 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:25:30,webserver01,authentication,198.51.100.22,10.0.1.10,jsmith,failed,225,106,22,SSH,Failed password from 198.51.100.22 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:25:45,webserver01,authentication,198.51.100.22,10.0.1.10,jsmith,failed,203,111,22,SSH,Failed password from 198.51.100.22 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:26:00,webserver01,authentication,198.51.100.23,10.0.1.10,administrator,failed,304,162,22,SSH,Failed password from 198.51.100.23 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:26:15,webserver01,authentication,198.51.100.23,10.0.1.10,svcaccount,failed,254,151,22,SSH,Failed password from 198.51.100.23 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:26:30,webserver01,authentication,198.51.100.23,10.0.1.10,admin,failed,242,148,22,SSH,Failed password from 198.51.100.23 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:26:45,webserver01,authentication,198.51.100.23,10.0.1.10,admin,failed,299,133,22,SSH,Failed password from 198.51.100.23 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:27:40,firewall01,network,10.0.1.10,185.220.101.45,admin,allowed,1738,2383444,443,HTTPS,Large outbound transfer to suspicious external IP 185.220.101.45,5156,Exfiltration,T1041 – Exfiltration Over C2 Channel
2025-02-20 08:28:00,webserver01,authentication,198.51.100.24,10.0.1.10,root,failed,308,189,22,SSH,Failed password from 198.51.100.24 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:28:15,webserver01,authentication,198.51.100.24,10.0.1.10,jsmith,failed,369,191,22,SSH,Failed password from 198.51.100.24 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:28:30,webserver01,authentication,198.51.100.24,10.0.1.10,svcaccount,failed,239,124,22,SSH,Failed password from 198.51.100.24 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:28:45,webserver01,authentication,198.51.100.24,10.0.1.10,root,failed,255,107,22,SSH,Failed password from 198.51.100.24 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:29:00,webserver01,authentication,198.51.100.24,10.0.1.10,jsmith,failed,388,169,22,SSH,Failed password from 198.51.100.24 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:29:15,webserver01,authentication,198.51.100.24,10.0.1.10,admin,failed,391,140,22,SSH,Failed password from 198.51.100.24 – distributed brute force,4625,Credential Access,T1110 – Brute Force
2025-02-20 08:30:40,firewall01,network,10.0.1.10,185.220.101.45,admin,allowed,1969,2938144,443,HTTPS,Large outbound transfer to suspicious external IP 185.220.101.45,5156,Exfiltration,T1041 – Exfiltration Over C2 Channel
2025-02-20 08:31:13,webserver01,authentication,10.0.0.51,10.0.1.10,alee,failed,328,167,22,SSH,Incorrect password – likely typo,4625,,
2025-02-20 08:37:34,webserver01,authentication,10.0.0.78,10.0.1.10,tjones,failed,294,136,22,SSH,Incorrect password – likely typo,4625,,
2025-02-20 08:38:12,firewall01,network,10.0.0.62,13.107.42.14,mmartinez,allowed,183903,13167,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 08:38:59,proxy01,web_request,10.0.1.31,151.101.1.140,mmartinez,allowed,62560,3037,443,HTTPS,Normal user web browsing,3,,
2025-02-20 08:40:51,proxy01,web_request,10.0.2.43,151.101.1.140,alee,allowed,15527,6383,443,HTTPS,Normal user web browsing,3,,
2025-02-20 08:42:18,firewall01,network,10.0.0.56,8.8.8.8,mmartinez,allowed,98040,25952,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 08:43:07,proxy01,web_request,10.0.3.58,23.45.67.89,tjones,allowed,70230,3344,443,HTTPS,Normal user web browsing,3,,
2025-02-20 08:46:18,firewall01,network,10.0.0.56,13.107.42.14,mmartinez,allowed,34480,20392,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 08:50:24,firewall01,network,10.0.0.74,142.250.80.46,bwilson,allowed,10929,26859,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 08:54:27,proxy01,web_request,10.0.3.68,93.184.216.34,tjones,allowed,58736,3529,443,HTTPS,Normal user web browsing,3,,
2025-02-20 08:56:01,proxy01,web_request,10.0.1.83,151.101.1.140,alee,allowed,67746,8216,443,HTTPS,Normal user web browsing,3,,
